№;Название;Описание;Цена;Описание к цене;Изображение;Дополнительное изображение
;Hoya cv.Viola;Форма роста лиана. Растение нуждается в опоре. Темп роста быстрый. Листья довольно крупыне, кожистые,насыщенно-зелёного цвета, с контрастными жилками. Форма листьев довольно интересная - на кончике есть заострение. Растение не прихотливо. Подходит новичку;55;Цена указана за один укоренённый узел. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;cv_viola.jpg;cv_viola.jpg
;Hoya ir-26;Форма роста лиана/ампель.  Темп роста быстрый. Миниатюрная хойа. Листья округлые, около 3 см. При ярком освещении листья становятся насыщенно красными, обильно покрыты серебряным крапом. Любит повышенную влажность. Полив без пересушек. Подходит начинающему.;50;Цена указана за один укоренённый узел. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;ir_26.jpg;ir_26.jpg
;Hoya sp. (DML-5655B)or (IML-1398);Форма роста лиана. Растение нуждается в опоре.;200;Цена указана за один укоренённый узел. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;dml_5655.jpg;dml_5655.jpg
;Hoya sp. (NS 05-213);новинка! Форма роста лиана. Растение нуждается в опоре.;150;Цена указана за один укоренённый узел. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;sp_ns_05_213.jpg;sp_ns_05_213.jpg
;Hoya sp. (PNG SV-422);Форма роста лиана. Растение нуждается в опоре. Темп роста быстрый. Листья кожистые. Молодая порасль имеет бронзовый оттенок.  Не прихотливый сорт. Подходит новичку;40;Цена указана за один укоренённый узел. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;cv_422_png.jpg;cv_422_png.jpg
;Hoya sp. (UT-001);Форма роста лиана. ;-;временно нет;sp_ut_001.jpg;sp_ut_001.jpg
;Hoya sp. 19 Germany;Форма роста лиана. Растение нуждается в опоре.;75;Цена указана за один укоренённый узел. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;sp_germany.jpg;sp_germany.jpg
;Hoya sp. aff. benguetensis Palawan;Форма роста лиана. Растение нуждается в опоре.;85;Цена указана за один укоренённый узел. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;sp_aff_benguetensis_palawan.jpg;sp_aff_benguetensis_palawan.jpg
;Hoya sp. aff. Vitellina;Форма роста лиана. Растение нуждается в опоре. Темп роста выше среднего. Листья около 10-12см, овальные, покрыты крупным серебряным крапом. ;-;временно нет;sp_aff_vitellina.jpg;sp_aff_vitellina.jpg
;Hoya sp. aff.Clemensiorum (IML-1020);Форма роста лиана. Растение нуждается в опоре.;300;Цена указана за один укоренённый узел. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;clemensiorum_1020.jpg;clemensiorum.jpg
;Hoya sp. aff.Flagellata;;200;Цена указана за один укоренённый узел. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;sp_aff_flagellata.jpg;flagellata.jpg
;Hoya sp. Borneo Gunung Gading;Форма роста лиана. Растение нуждается в опоре.;200;Цена указана за один укоренённый узел. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;sp_borneo_gunung_gading.jpg;sp_gunung_gading.jpg
;Hoya sp. Borneo UT168;Форма роста лиана. Растение нуждается в опоре.;100;Цена указана за один укоренённый узел. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;sp_borneo_ut168.jpg;sp_borneo_ut168.jpg
;Hoya sp. Davao Philippines 903122 Estrella waterfall GPS 10068;Форма роста лиана. Растение нуждается в опоре.;100;Цена указана за один укоренённый узел. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;gps_10068.jpg;gps_10068.jpg
;Hoya sp. EKW97-005 Chicken Farm;Форма роста лиана. Растение нуждается в опоре.;150;Цена указана за один укоренённый узел. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;sp_ekw_97_005.jpg;sp_chicken_farm.jpg
;Hoya sp. EKW97-005 Chicken Farm high splash leaves;Форма роста лиана. Растение нуждается в опоре.;200;Цена указана за один укоренённый узел. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;sp_ekw_97_005_h_s_l.jpg;sp_chicken_farm.jpg
;Hoya sp. EPC - 301;Форма роста лиана. Растение нуждается в опоре.;60;Цена указана за один укоренённый узел. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;epc_301.jpg;epc_301.jpg
;Hoya sp. Ovalau Island;новинка! Форма роста лиана. Растение нуждается в опоре. Темп роста быстрый. Листья кожистые, около 4 см. Полив без пересушек. Освещение без прямых солнечных лучей.;120;Цена указана за один укоренённый узел. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;sp_ovalau_island.jpg;sp_ovalau_island.jpg
;Hoya sp. Perak;Форма роста лиана. Растение нуждается в опоре.;250;Цена указана за один укоренённый узел. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;sp_perak.jpg;unknown_pic.jpg
;Hoya sp. Perak (Malaysia) SR 2010-003("Teddy bear");Форма роста лиана. Растение нуждается в опоре.;300;Цена указана за один укоренённый узел. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;sp_perak_t_b.jpg;sp_perak_t_b.jpg
;Hoya sp. Sabah CR-24 (sp. linus);новинка! Форма роста лиана. Растение нуждается в опоре. Темп роста быстрый. Не любит пересушки, хорошо отзывается на чатсые опрсыкивания. Освещение без прямых солнечных лучей. Охотно и обтильно цветёт.;-;временно нет;sp_linus.jpg;sp_linus.jpg
;Hoya sp. Sabah TOC "D" (Hoya forbesii sp. aff.);новинка! Форма роста лиана. Растение нуждается в опоре.;250;Цена указана за один укоренённый узел. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;sp_af_forbessii_ut012.jpg;sp_af_forbessii_ut012.jpg
;Hoya sp. Sarawak from Borneo;новинка! Форма роста лиана. Растение нуждается в опоре.;900;Цена указана за один укоренённый узел. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;sarawak_borneo.jpg;sarawak_borneo.jpg
;Hoya sp. SR-2009-005 from Malaysia;;-;Цена указана за один укоренённый узел. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;sp_sr_2009_005.jpg;sp_sr_2009_005.jpg
;Hoya sp.623 Pahang Malaysia;Форма роста лиана. Растение нуждается в опоре. Темп роста средний. Листья около 8-10см, кожистые, с редким серебрянным крапом. ;-;временно нет;pahang_malaysia.jpg;pahang_malaysia.jpg
;Hoya sp.aff.Forbesii;Форма роста лиана. Растение нуждается в опоре. Темп роста выше среднего.  Листья кожистые, фактурные.  Покрыты частым серебряным крапом. При яром освещении крап становится розовым. Любит яркий рассеяный свет. Подходит начинающему.;200;Цена указана за один укоренённый узел. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;sp_aff_forbesii.jpg;forbesii.jpg
;Hoya sp.Bagor;Форма роста лиана. Растение нуждается в опоре.;30;Цена указана за один укоренённый узел. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;sp_bogor.jpg;sp_bogor.jpg
;Hoya sp.Biakensis;Форма роста лиана. Растение нуждается в опоре.;-;временно нет;sp_biakensis.jpg;sp_biakensis.jpg
;Hoya sp.ds 70 variegated;Форма роста лиана. Растение нуждается в опоре.;-;временно нет;sp_ds_70_var.jpg;sp_ds_70_var.jpg
;Hoya sp.Estrella Waterfall;Форма роста лиана. Растение нуждается в опоре.;150;Цена указана за один укоренённый узел. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;sp_estrella_waterfall.jpg;sp_estrella_waterfall.jpg
;Hoya sp.ETS - 10;Форма роста лиана/ампель. Темп роста выше среднего. Миниатюрная хойка. Листья около 3см, округлые. При хорошем освещении практически полностью покрыты белым крапом. Полив без пересушек. Опрыскивания. Освещение яркое, без прямого солнца. Подходит новичку.;40;Цена указана за один укоренённый узел. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;ets_10.jpg;unknown_pic.jpg
;Hoya sp.Gunung Gading;Форма роста лиана. Растение нуждается в опоре.;200;Цена указана за один укоренённый узел. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;sp_gunung_gading.jpg;sp_gunung_gading.jpg
;Hoya sp.Kalimantan;Форма роста лиана. Растение компактное, листья светло-зеленые небольшие, овальные, с острым кончиком на конце. Повехность листа покрыта контрастным рисунком;150;Цена указана за один укоренённый узел. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;sp_kalimantan.jpg;sp_kalimantan.jpg
;Hoya sp.Phu Wua;Форма роста лиана. Растение нуждается в опоре.;200;Цена указана за один укоренённый узел. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;sp_phu_wua.jpg;sp_phu_wua.jpg
;Hoya sp.Sabah GPS-7950;Форма роста лиана. Растение нуждается в опоре.;85;Цена указана за один укоренённый узел. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;sabah_7950.jpg;unknown_pic.jpg
;Hoya sp.UT-033;Форма роста лиана. Растение нуждается в опоре.;150;Цена указана за один укоренённый узел. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;sp_ut_033.jpg;sp_ut_033.jpg
;Hoya sp.UT-039  Flores Island;Форма роста лиана. Растение нуждается в опоре. Цветы ароматные,  около 1 см в диаметре, собраны в корзинку.;120;Цена указана за один укоренённый узел. Возможно приобретение сорта в виде свежесрезанного черенка. Цену на срезку уточняйте ;sp_ut_039.jpg;sp_ut_039.jpg
;Hoya sp.UT-049;Форма роста лиана. Растение нуждается в опоре. Листья очень красивые, шелковистые, в частый серебряный крап. Полив без просушек, частые опрсыкивания. Освещение яркое, с некоторым количеством прямого солнца.;-;временно нет;sp_ut_049.jpg;sp_ut_049.jpg
;Нoya sp.UT-017;;-;временно нет;sp_ut_017.jpg;sp_ut_017.jpg
